%0
173.5000,0.5000,-7.9375,0.02,0.25,-0.24
173.4375,0.4375,-8.0000,0.11,0.21,-0.21
173.2500,0.3125,-8.1250,0.15,-2.54,-2.44
173.3125,-0.3125,-10.0000,2.37,-8.47,1.28
177.7500,-3.0625,-8.3750,1.40,-6.72,10.32
183.9375,-2.2500,-9.0625,-2.39,12.29,8.29
189.6250,2.3750,-16.6875,-4.80,7.81,1.42
192.0000,8.1875,-19.9375,-6.12,8.34,-4.27
191.5000,12.6250,-23.8750,-6.01,3.12,-9.40
185.8125,16.3125,-20.6875,-4.56,-3.13,-15.48
178.5625,16.6875,-19.7500,-1.86,-11.84,-9.72
171.0625,12.5000,-12.1875,0.12,-15.63,-10.72
166.8750,2.1250,-8.8125,-3.10,-12.54,12.92
169.8750,-6.7500,-4.8125,-3.08,1.26,11.68
176.0000,-9.6875,-4.0625,1.72,15.25,10.16
174.1250,-6.1250,-1.3750,-1.19,-1.82,-2.52
175.6875,-4.3750,-0.5625,1.13,4.60,0.15
174.3750,-2.0625,-1.5625,-0.21,-0.86,-2.01
173.6875,-0.8125,-2.1875,0.01,-0.09,-1.43
172.8125,-0.5000,-2.0000,-0.32,-0.86,-0.20

%0
173.7500,0.4375,-7.8750,-0.12,-0.19,-0.03
173.8125,0.5000,-7.9375,0.07,0.00,-0.17
173.7500,0.4375,-8.0000,-0.11,-0.08,0.18
173.8125,0.4375,-8.0625,0.17,0.23,-0.14
173.6875,0.5000,-8.0000,-0.04,-0.17,0.00
173.6875,0.5000,-8.0625,0.07,0.02,-0.07
173.6250,0.5000,-8.0625,-0.04,0.00,-0.16
173.6875,0.5000,-8.1875,0.15,0.14,-0.35
173.5625,0.3125,-8.3750,-0.08,-0.45,-0.06
173.8125,0.3125,-9.3750,0.30,-1.20,-1.08
174.4375,-0.3750,-9.6250,0.34,-5.77,0.74
176.6875,-1.5000,-10.0625,0.57,-5.65,6.55
183.3125,-0.4375,-14.1875,-2.32,3.08,7.59
191.6875,3.2500,-23.0000,-0.63,14.19,2.87
194.8125,9.3125,-29.1250,-3.81,6.97,-4.65
193.1250,14.1250,-29.2500,-4.37,3.40,-6.02
187.5000,18.9375,-27.1250,-6.58,-2.22,-11.31
176.7500,22.3125,-20.9375,-6.14,-9.51,-12.84
166.3750,19.3750,-13.5625,-5.87,-11.02,-6.99
161.0625,9.5625,-7.2500,-5.03,-12.84,1.95
161.5000,-1.0000,-5.7500,-1.60,-6.88,9.45
165.7500,-7.6875,-3.2500,-2.49,-0.64,16.13
171.7500,-7.6250,-3.5000,-1.42,5.47,11.64
177.4375,-2.4375,-3.3750,1.53,9.40,-3.61
178.0000,1.0625,-2.8125,-0.49,1.15,-5.73
177.3125,2.6875,-6.0000,-0.38,-0.66,-3.22
176.5625,2.5625,-7.8125,-0.37,-0.85,-0.21

%0
172.8125,4.0000,-10.8750,-0.09,-0.13,0.10
172.8750,4.0000,-10.9375,0.10,0.09,-0.03
172.8125,4.0625,-10.9375,-0.12,-0.19,-0.07
172.8125,4.0625,-10.9375,-0.06,-0.07,0.05
172.8750,4.0625,-10.9375,-0.03,0.00,0.22
172.9375,4.0000,-11.0625,-0.10,0.15,0.00
172.9375,4.1250,-11.0625,0.21,0.51,-0.55
172.5000,4.0625,-11.1875,0.39,-0.21,-1.34
171.6875,3.6875,-11.5625,0.74,-5.45,-2.93
172.4375,2.6875,-12.7500,0.50,-10.09,0.01
179.0000,-1.1875,-15.5625,-0.11,3.73,14.25
187.1250,0.0625,-19.5000,-2.91,9.25,8.35
195.5625,2.2500,-23.4375,-2.49,13.28,-1.45
198.3125,4.1250,-25.7500,-4.80,9.31,-7.84
193.0625,8.6875,-26.1250,-4.96,4.62,-10.80
183.4375,12.6250,-22.4375,-8.56,-9.07,-8.34
174.9375,12.6875,-15.0625,-3.81,-11.41,-5.53
169.8750,10.2500,-9.4375,-1.41,-11.30,-7.42
166.0000,4.5000,-4.8125,0.75,-9.93,-2.11
166.7500,-4.1250,-3.6875,-0.87,-2.36,15.01
170.0625,-7.3750,-3.6250,-0.52,4.24,15.02
174.1250,-5.4375,-3.0000,-0.92,4.54,5.28
176.2500,-1.8750,-2.6875,0.61,4.11,-3.73
176.5000,0.2500,-3.1250,-0.19,-0.09,-3.31

%0
170.5000,4.2500,-7.1875,0.08,0.22,-0.09
170.4375,4.2500,-7.2500,0.06,0.12,0.32
170.3750,4.3125,-7.1875,-0.16,-0.38,0.07
170.4375,4.3750,-7.2500,0.12,-0.06,0.00
170.5000,4.3750,-7.3125,0.04,0.33,0.02
170.3750,4.5000,-7.3750,-0.02,0.19,0.04
170.2500,4.6250,-7.5000,-0.03,0.36,-0.37
169.8750,4.8125,-7.8125,0.43,0.19,-1.37
168.7500,5.0000,-8.3125,0.51,-2.86,-4.25
167.3750,4.8750,-14.6875,-0.99,-10.11,4.20
170.3125,2.8125,-18.2500,-1.14,-7.99,5.41
180.1875,0.0000,-23.9375,-1.13,6.46,12.90
190.7500,-0.1250,-24.6875,-1.96,12.98,3.47
197.1875,2.7500,-28.6875,-4.18,8.73,-4.56
197.3125,7.5625,-29.2500,-5.33,7.68,-7.90
192.0000,12.0000,-24.3750,-5.81,5.15,-9.10
184.9375,16.0000,-18.0000,-5.36,-8.11,-8.71
177.3750,17.3125,-12.5000,-3.26,-8.41,-9.80
170.4375,14.3750,-9.0000,-2.40,-8.35,-3.97
166.3125,7.6250,-6.6875,1.33,-4.85,3.26
162.5625,1.1250,-1.0000,-1.79,-17.23,2.15
167.7500,-4.4375,-2.0625,-0.74,6.28,14.77
174.8125,-4.9375,-2.8750,0.90,8.35,7.22
176.6875,-1.1250,-2.6875,-0.12,3.42,-3.11
177.5000,1.3125,-3.6250,0.08,3.03,-1.55
176.1875,2.7500,-2.7500,-0.55,-0.71,-1.89
175.6875,3.2500,-3.0000,-0.11,-0.54,-0.52

%0
173.0625,4.3750,-5.5625,0.01,-0.02,-0.07
173.1250,4.4375,-5.6250,0.02,0.10,-0.05
173.0625,4.4375,-5.6875,0.00,-0.20,0.16
173.1250,4.4375,-5.6875,0.11,0.09,0.02
173.1250,4.4375,-5.8125,0.02,0.26,-0.28
173.1250,4.4375,-5.8125,0.10,0.16,0.00
173.1250,4.3750,-6.0000,0.09,0.00,-0.81
172.9375,4.1250,-6.5625,0.20,-3.82,-3.01
173.1875,3.0000,-7.7500,1.47,-7.80,-1.66
177.4375,-0.0625,-9.0625,-0.07,-7.00,8.15
186.4375,-0.3750,-12.8750,-4.16,3.36,12.49
195.8750,2.8750,-17.2500,-1.36,16.04,6.32
197.8125,9.6250,-20.6875,-3.88,9.46,-2.98
196.8125,14.5000,-22.2500,-6.39,8.66,-5.59
191.6250,20.0000,-19.0625,-6.95,1.63,-10.47
180.9375,24.3750,-13.3750,-7.87,-7.08,-10.18
170.6875,23.8125,-9.6875,-3.90,-9.23,-8.98
164.4375,17.3125,-5.1250,-3.28,-10.56,-4.52
162.5000,7.4375,-3.5000,-0.70,-7.93,2.57
163.7500,-0.3750,-1.5000,-1.19,-8.36,11.21
170.6875,-6.0000,-1.3125,-0.07,7.91,14.71
175.5000,-5.0000,-0.3125,-0.69,1.33,0.24
180.1875,-2.3750,-0.3750,1.60,10.35,1.96
179.0000,0.8125,0.7500,-1.09,-1.23,-4.08
179.1250,1.8125,0.0000,-0.01,1.39,-1.85
179.1875,1.6875,-0.5000,-0.31,0.17,-0.05

%0
176.3750,4.2500,-5.0000,0.00,0.18,-0.06
176.1875,4.1875,-5.0000,-0.08,-0.20,0.17
176.1250,4.1875,-5.0000,0.02,0.18,0.31
176.1250,4.3125,-4.9375,0.00,0.12,0.01
176.2500,4.3125,-5.0000,-0.06,0.32,0.28
176.2500,4.2500,-5.1250,-0.03,0.11,-0.18
176.1875,4.3125,-5.1875,0.03,-0.26,-1.12
176.0000,3.8750,-5.7500,0.16,-4.47,-2.39
177.8125,1.9375,-6.2500,0.39,-7.94,0.54
183.9375,-0.0625,-9.1875,-1.20,-2.79,5.71
190.1250,0.5625,-13.8125,2.31,3.11,8.27
197.0625,3.4375,-17.1250,-2.82,8.95,6.09
201.6250,8.5625,-23.1875,-4.30,11.77,-1.57
201.1250,12.8750,-22.9375,-6.17,7.49,-6.52
195.6875,17.8125,-21.1875,-6.22,3.44,-8.63
187.0000,22.0000,-16.2500,-9.46,-4.56,-7.83
175.7500,23.5000,-9.4375,-7.22,-7.10,-8.32
165.4375,20.3125,-3.3750,-4.39,-15.75,-8.20
162.3125,10.7500,-0.5625,-1.30,-12.37,-0.96
164.9375,0.2500,-1.2500,-1.62,-5.87,14.19
172.9375,-5.0625,0.3125,-3.87,-0.85,12.53
180.8125,-4.1250,-3.0625,1.46,10.98,3.03
183.0000,-0.3125,-2.5000,0.22,4.37,-3.39
184.1250,1.1250,-3.5000,-0.04,2.83,-1.59
182.9375,2.0625,-4.3125,-0.80,-1.02,-0.95
182.5000,2.2500,-4.6250,-0.37,-0.24,0.41
181.8750,2.5000,-4.5625,-0.19,-0.43,-0.10

%0
178.0625,3.7500,-5.5625,-0.06,-0.12,-0.03
178.1250,3.6250,-5.6250,0.07,0.18,0.03
178.0625,3.6875,-5.6875,0.00,0.13,0.17
178.0625,3.6875,-5.6875,-0.04,0.17,0.06
178.0000,3.8125,-5.7500,-0.11,-0.04,0.06
177.9375,3.8750,-5.7500,0.02,0.07,-0.31
177.8750,3.7500,-5.7500,-0.24,-0.07,-0.23
177.8125,3.6875,-5.9375,0.07,0.22,-1.28
177.5000,3.0625,-6.4375,0.26,-0.51,-2.62
177.3750,1.8125,-9.1250,-0.22,-1.30,-0.66
178.4375,-0.0625,-9.5000,0.26,-5.85,0.54
182.5000,-3.1250,-9.8750,0.64,-7.49,7.67
191.2500,-3.6875,-12.1875,-0.90,0.49,10.29
201.3750,-0.1875,-14.8750,-3.29,5.78,5.97
209.1250,4.6250,-21.0000,-3.31,16.35,-4.00
207.3750,9.6250,-21.8125,-7.99,5.32,-7.45
200.3750,16.5625,-20.9375,-6.21,3.49,-7.54
189.0625,22.0000,-15.6250,-8.13,-0.35,-6.88
175.5000,24.0625,-7.5000,-6.92,-10.44,-9.52
166.1875,19.8750,-3.8750,-3.58,-13.01,-5.67
164.6875,11.1250,-3.5625,-1.01,-9.55,-0.59
167.4375,3.0000,-4.7500,-0.99,-5.31,9.43
174.0625,-3.6250,-4.2500,0.30,0.97,11.91
179.7500,-4.7500,-4.6250,-1.48,3.83,6.84
184.5625,-2.5625,-4.8125,0.90,7.28,-0.11
184.0625,0.7500,-4.1250,-0.76,0.18,-3.09
184.5625,1.6875,-5.1250,0.00,1.62,-0.31
184.1875,2.2500,-6.0000,0.08,0.28,-0.43
183.5000,2.4375,-6.5625,0.00,-0.52,0.12
183.0000,2.5000,-6.3750,-0.32,-0.44,0.35
182.5000,2.5625,-6.3750,-0.15,-0.49,-0.23

%0
178.3750,4.6875,-7.9375,0.00,-0.12,-0.16
178.3750,4.6875,-8.0000,-0.13,0.00,0.13
178.4375,4.7500,-8.0000,0.06,0.12,-0.30
178.3750,4.8125,-8.0625,-0.10,-0.02,0.00
178.3125,4.8125,-7.9375,-0.07,-0.11,-0.19
178.3750,4.8750,-8.0000,-0.12,0.23,-0.09
178.3750,4.8125,-7.9375,-0.04,0.05,-0.12
178.3750,4.8750,-7.9375,0.03,-0.11,-0.46
178.3125,4.7500,-8.0000,0.27,-1.04,-1.44
178.3750,4.0000,-8.1875,-0.60,-8.22,-0.23
182.1875,1.3125,-7.8750,1.42,-7.79,3.86
189.5625,-0.6875,-8.9375,0.49,-2.30,7.80
198.0625,-0.1875,-10.9375,-4.60,4.81,9.87
204.3750,3.0625,-16.6875,-3.34,16.68,0.96
204.0000,8.5625,-19.6250,-5.61,5.25,-7.55
200.3125,14.3125,-21.0000,-4.89,6.39,-6.04
191.8125,20.2500,-18.6250,-6.95,-1.86,-8.42
183.3125,22.5000,-13.3125,-6.18,-4.68,-7.41
175.0625,21.8125,-10.5000,-4.08,-8.03,-9.06
170.4375,17.1875,-10.3125,-2.91,-8.63,-3.66
168.5000,8.8125,-8.0000,0.22,-7.90,1.60
170.1250,0.5625,-5.5000,0.24,-4.94,9.30
173.7500,-3.3750,-5.0625,1.17,3.41,15.29
176.3125,-2.0000,-3.8125,0.30,4.49,4.79
178.8750,0.9375,-5.3750,-0.28,2.90,-2.81
180.0000,2.8125,-6.0000,-0.87,0.86,-1.51
180.3125,3.6250,-6.1875,-0.76,0.60,-1.47

%0
182.4375,3.1250,-8.6875,-0.23,0.27,-0.04
182.3750,3.1875,-8.6875,-0.28,0.03,0.10
182.2500,3.1875,-8.6250,-0.15,-0.20,-0.03
182.2500,3.1875,-8.6250,-0.09,0.09,-0.10
182.1875,3.1875,-8.6250,-0.11,0.02,-0.10
182.1250,3.1875,-8.5625,-0.15,-0.11,-0.13
182.1875,3.1875,-8.5000,-0.11,0.05,0.05
182.1875,3.1250,-8.5000,-0.09,0.05,0.14
182.1875,3.1875,-8.4375,-0.14,0.22,0.08
182.1250,3.3125,-8.5625,-0.12,0.38,-0.44
181.8125,3.4375,-8.5625,-0.29,-0.31,-1.26
181.5000,3.3750,-8.7500,0.38,-1.10,-3.71
180.8750,2.6875,-9.3125,-0.71,-8.80,-1.00
184.7500,-0.3125,-10.5625,1.96,-4.84,3.88
189.3125,-1.8125,-11.7500,-1.40,-1.12,9.23
196.2500,-0.3125,-14.0000,0.27,5.24,7.91
202.3125,3.2500,-17.4375,-1.48,9.87,2.42
204.8750,7.9375,-20.8125,-3.95,9.27,-1.80
202.5000,13.8750,-22.5000,-5.32,4.23,-4.80
196.7500,18.8750,-22.2500,-5.82,2.35,-5.99
190.0000,22.0625,-19.3750,-4.84,-1.28,-7.66
181.3125,22.9375,-14.2500,-4.59,-4.88,-5.47
174.3125,20.3750,-8.6875,-3.65,-8.20,-7.48
170.9375,14.3750,-8.3750,-2.51,-8.20,0.80
171.5000,9.0625,-8.3125,0.95,-6.46,-0.53
173.6875,1.9375,-8.0625,-0.39,-4.84,6.57
178.8125,-2.5625,-7.4375,2.04,6.22,10.61
181.1250,-1.9375,-4.8750,-0.55,2.67,2.37
183.0625,-0.2500,-4.0625,0.00,4.52,2.09
182.1875,1.9375,-3.5625,-0.36,1.26,-0.11

%0
175.6250,5.1250,-3.4375,0.15,0.34,-0.12
175.6875,5.1875,-3.4375,0.00,0.38,0.06
175.6250,5.1875,-3.3750,-0.07,0.07,0.02
175.5000,5.1875,-3.3750,0.04,0.09,0.02
175.3750,5.2500,-3.3125,-0.10,-0.18,-0.01
175.3750,5.2500,-3.3125,0.01,0.02,0.15
175.3750,5.2500,-3.3125,0.05,0.23,0.15
175.4375,5.3125,-3.4375,0.11,0.18,-0.46
175.3125,5.2500,-3.5000,0.04,-0.01,-1.00
175.1875,4.7500,-3.6250,0.62,-0.87,-1.63
175.4375,3.4375,-3.6250,0.24,-5.75,-1.35
178.5000,1.0625,-2.6875,-0.58,-10.24,0.26
186.7500,-1.2500,-5.2500,-1.72,-3.33,6.95
195.0000,-0.7500,-8.8125,-0.88,6.90,7.29
202.0000,2.4375,-13.3750,-0.93,10.90,6.11
203.6875,8.3125,-16.3750,-2.94,7.81,-1.54
201.5000,14.1250,-18.7500,-4.79,6.13,-5.18
195.6875,19.7500,-18.0625,-6.55,4.48,-6.92
187.4375,23.5625,-15.0625,-7.69,-2.79,-9.24
176.4375,24.7500,-9.7500,-7.45,-7.97,-10.05
169.1875,19.9375,-4.6875,-3.60,-10.00,-6.02
166.0625,10.8125,-2.2500,-1.95,-10.47,2.03
168.3125,2.0000,-2.3125,1.32,-1.69,10.49
171.5000,-1.8750,-2.1875,0.56,-1.29,8.31
175.2500,-2.3125,-3.5625,1.61,5.25,4.65
177.6875,-0.5625,-5.1875,0.04,2.94,1.07
179.1875,1.3750,-6.1250,0.13,2.05,-2.60
179.8125,1.9375,-6.8125,-0.14,1.10,-0.90
179.7500,2.1875,-7.0000,-0.19,0.44,-0.10

%0
176.1250,3.4375,-5.4375,-0.02,-0.19,0.04
176.1250,3.5000,-5.5000,0.09,-0.10,0.00
176.1875,3.5625,-5.5000,-0.04,-0.01,-0.06
176.3125,3.6250,-5.5000,0.11,0.31,0.01
176.3750,3.6250,-5.4375,-0.06,0.06,-0.05
176.4375,3.6250,-5.5625,0.03,0.16,0.12
176.3750,3.7500,-5.5625,-0.12,-0.15,0.05
176.4375,3.8125,-5.5625,-0.06,0.07,-0.37
176.4375,3.7500,-5.6250,0.02,-0.23,-1.11
176.3750,3.1875,-5.8750,0.53,-3.39,-2.48
177.2500,1.8125,-6.6875,0.30,-8.17,-2.16
181.1250,0.0000,-13.2500,-0.69,-6.06,3.99
189.0625,-0.5000,-23.0625,-0.25,3.76,9.06
195.8125,0.4375,-24.0000,-0.36,6.82,6.00
202.6250,3.1875,-24.3750,-2.24,11.60,5.84
205.0625,8.7500,-25.4375,-4.39,9.84,-3.98
202.8750,13.9375,-23.5625,-6.16,6.51,-7.37
196.5625,19.1250,-19.3125,-7.07,3.32,-7.57
186.1875,22.8125,-14.6250,-8.23,-2.05,-4.19
176.3125,23.5000,-6.5625,-4.70,-9.02,-9.20
170.3750,20.2500,-4.5000,-2.06,-11.76,-6.06
167.5625,13.0625,-2.8125,0.11,-7.89,1.72
169.3750,4.9375,-2.5625,0.25,-4.52,7.83
173.7500,-0.5000,-2.3125,-0.66,-1.69,7.36
179.1875,-2.1875,-4.4375,0.25,4.06,3.97
181.8750,-0.8750,-5.9375,0.72,5.89,-0.24
183.7500,0.3750,-8.0000,0.16,2.42,-1.52
183.3750,1.1250,-8.0625,-0.21,0.55,0.00
183.0000,1.5625,-7.9375,-0.14,-0.47,0.17
182.8125,1.6875,-7.6250,-0.25,-0.15,0.29
182.5000,1.9375,-7.4375,-0.07,-0.04,-0.07

%0
176.8750,5.0000,-2.5000,0.04,0.07,-0.13
176.8125,5.0000,-2.5000,-0.03,0.12,0.29
176.7500,5.0000,-2.4375,-0.10,-0.20,0.26
176.7500,5.0000,-2.5000,-0.03,0.13,0.08
176.7500,5.0000,-2.6250,-0.03,0.26,0.19
176.6250,5.0625,-2.5625,0.00,-0.18,-0.19
176.6250,5.0000,-2.6250,-0.04,0.04,0.20
176.6875,5.0000,-2.6875,-0.03,0.25,0.21
176.6250,5.0625,-2.6875,0.19,0.31,-0.36
176.5000,5.0000,-2.7500,0.15,-0.17,-2.37
176.3125,4.1250,-3.4375,0.62,-6.68,-4.46
179.3125,1.0000,-4.8750,0.87,-7.18,0.91
185.0625,-3.1250,-7.4375,-2.85,-3.68,11.00
192.1875,-3.6875,-10.6250,-0.83,12.01,9.21
196.9375,0.2500,-13.0000,-3.87,8.00,6.19
199.0625,6.9375,-14.5000,-5.26,7.64,-2.81
198.1875,13.5625,-16.5625,-5.98,5.25,-6.68
192.8750,19.0000,-15.6875,-6.00,1.85,-9.45
185.5625,22.1875,-13.4375,-7.53,-4.39,-8.86
176.6875,22.3125,-9.6250,-3.03,-10.30,-10.06
171.6875,15.9375,-5.4375,-1.73,-11.62,-1.62
171.3125,6.8750,-4.6875,-0.34,-5.69,5.56
172.8750,0.6250,-3.9375,0.71,-3.47,8.25
176.0000,-2.0625,-4.5625,1.97,4.28,5.66
177.0625,-2.0000,-5.0625,-0.21,0.45,2.79
179.1875,-1.3125,-5.5000,0.21,4.06,2.01
179.4375,0.3750,-5.6250,0.00,0.85,-1.37
179.8125,1.0000,-5.1875,0.37,0.88,0.18

%0
175.0625,4.4375,-2.3750,0.00,0.02,0.00
175.0000,4.5000,-2.3750,0.06,-0.02,0.25
175.0625,4.5625,-2.3125,-0.16,-0.02,0.00
175.1250,4.4375,-2.3750,-0.03,-0.09,0.28
175.1875,4.3750,-2.3125,0.10,0.08,-0.09
175.1250,4.3750,-2.1875,-0.03,0.08,0.33
175.1250,4.4375,-2.2500,0.11,-0.09,0.01
175.0625,4.4375,-2.1875,0.00,0.19,0.20
175.1250,4.5625,-2.3125,0.16,0.35,-0.03
175.0000,4.5625,-2.3750,0.19,0.93,-0.72
