GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: 089_3
InfoText: This data contains the initial training samples collected, in the format x_orientation, y_orientation, z_orientation, x_accel, y_accel, z_accel.
NumDimensions: 3
TotalNumTrainingExamples: 225
NumberOfClasses: 3
ClassIDsAndCounters: 
1	75
2	75
3	75
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 27
TimeSeriesData: 
-0.42	3.07	0.86
-0.84	5.24	-0.25
-1.08	5.47	-2.13
-3.29	5.02	-0.72
-3.01	2.8	-2.4
-2.77	0.97	-2.5
-0.6	-0.33	-4.25
-0.79	-3.86	-3.14
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 28
TimeSeriesData: 
1.48	-0.32	0.83
-0.57	1.8	3.55
-0.66	6.47	3.61
-1.2	6.23	0.45
-3.09	3.59	-1.54
-1.25	-0.34	-3.28
-0.36	-1.84	-5
-0.29	-2.27	-4.26
-0.37	-2.34	-4.6
-0.76	-4.33	-2.91
-1.11	-4.22	-2.69
-0.57	-5.62	-1.6
-1.18	-5.62	1.93
-0.28	-2.01	1.91
-0.43	-2.87	5.38
-0.01	-2.63	5
1.53	-3.26	4.83
-0.25	0.31	1.72
-0.08	-0.52	6.43
-0.18	2.11	5.05
1.35	1.46	4.08
-0.54	1.77	2.78
-0.92	4.18	3.25
-2.82	7.08	-0.02
-2.78	5.04	-0.22
-0.52	2.56	-2.37
-1.01	0.21	-4.45
-0.68	0.36	-3.66
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 28
TimeSeriesData: 
-0.59	3.87	3.81
-0.83	5.11	1.56
-0.23	2.6	-4.63
-0.59	0.94	-3.95
-0.46	2.73	-4.82
-0.48	-3.2	-1.39
-0.64	-6.14	-3.57
-1	-5.04	-2.67
-0.05	-4.68	-0.04
-0.1	-3.13	-0.34
-0.26	-3.21	2.32
-1.15	-1.45	1.12
-0.57	-4.35	5.33
1.63	-3.71	6.16
-0.73	-1.81	6.12
-1.23	-0.89	4.98
-1.24	1.24	4.26
-0.88	-0.4	4.44
-3.29	8.32	5.44
-0.76	2.89	0.89
-0.77	4.81	-1.28
-0.26	2.92	-1.19
-2.96	4.57	0.39
-1.03	2.22	-3.71
-0.61	0.63	-3.16
-0.61	-1.3	-1.99
-0.79	-5.53	0.83
-0.27	-0.89	-3.89
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 24
TimeSeriesData: 
-0.15	2.81	5.16
-0.88	8.87	3.25
-0.9	8.02	-0.71
-1.08	4.22	-2.98
-3.6	4	-5.4
-2.66	-0.84	-4.44
-3.12	-4.72	-3.78
-0.76	-8.74	-7.37
-1.79	-8.39	-1.76
-0.58	-7.75	0.08
-0.62	-4.8	4.15
-0.53	-7.84	7.1
-0.63	-1.77	5.12
-1.06	-3.59	6.16
-1.05	2.05	6.44
-0.51	1.8	9.95
-1	5.34	5.69
-0.35	6.58	4.9
-2.87	4.7	4.6
-2.81	4.84	-0.95
-0.83	2.55	-3.46
-2.58	2.95	-2.48
-1.24	0.92	-4.03
-1.17	-3.5	-4.8
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 27
TimeSeriesData: 
-0.14	2.87	1.45
-0.88	4.07	2.49
-0.88	6.09	1.94
-1.11	4.41	-1.35
-1.01	1.7	-4.21
-1.08	-0.19	-4.66
-1.13	-1.82	-3.52
-0.47	-2.06	-5.44
-0.65	-5.87	-2.8
-0.71	-5.72	-2.46
-0.16	-5.62	-1.27
-1.02	-5.45	2.69
-0.65	-6.16	3.71
-0.2	-5.39	4.72
-0.72	-2.9	4.58
-0.01	-2.37	8.78
-1.22	1.73	6.6
-0.63	2.96	4.67
-0.85	5.99	4.31
-0.85	5.74	2.03
-2.8	5.26	1.93
-0.81	5.03	-1.8
-1.09	2.32	-0.71
-1.04	2.34	-2.96
-1.19	-2.06	0.31
-0.37	-0.91	-2.73
-1.19	-3.74	-1.7
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 27
TimeSeriesData: 
1.5	1.86	3.18
-0.97	4.64	5.3
-3.17	7	-0.56
-0.81	1.84	-5.69
-0.41	-1.14	-4.57
-0.22	-1.98	-6.33
-0.39	-3.13	-3.38
-0.63	-3.26	-3.42
-0.39	-4.25	-1.24
-0.06	-3.82	-0.78
-0.8	-3.68	1.2
-0.84	-5.17	2.36
1.3	-4.7	2.68
-0.18	-3.59	4.3
1.66	-3.76	5.37
-1.24	0.1	9.32
-1.19	0.9	6.09
-0.53	2.81	2.56
-0.52	1.84	4.44
-1.03	5.91	1.22
-1.12	5.32	0.41
-2.27	4.75	0.4
-3.23	4.16	-1.06
-1.07	5.6	-5.09
-0.46	-1.2	-1.84
-0.79	1.13	-2.45
-1.05	-2.34	-3.96
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 27
TimeSeriesData: 
-0.47	2.07	3.45
-0.5	5.1	0.04
-1.02	4.39	1.78
-0.89	2.81	-3.23
-0.41	0.17	-5.01
-0.45	-1.69	-6.12
-0.33	-3.09	-4.65
-0.08	-2.1	-3.78
-0.23	-6.44	-1.97
-0.17	-4.62	0.06
-1.23	-2.46	0.85
-0.41	-3.89	1.26
-0.7	-4.91	4.38
-0.59	-2.55	4.9
-0.59	-2.48	5.09
-0.76	0	6.83
-1.2	0.05	6.01
-0.23	3.26	3.28
-0.79	3.62	3.51
-0.64	3.68	1.64
-0.44	4.64	-1.24
-0.73	2.54	1.14
-0.59	4.24	-2.97
-1.03	0.79	-1.47
-0.2	0.36	-3.76
-0.04	-1.58	-2.37
-0.38	-3.45	-4.21
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 25
TimeSeriesData: 
-1.04	5.15	3.54
-1.07	4.64	1.92
-1.01	2.54	-4.12
-0.41	-0.12	-4.59
-0.41	-1.75	-3.83
-0.29	-1.57	-2.74
-0.17	-2.84	-4.64
-0.28	-5.33	-1.08
-0.82	-2.84	-2.3
-0.34	-5.45	1.64
-1	-5.48	3.79
-0.53	-2.58	2.73
1.32	-3.89	4.84
-0.21	-2.17	5.88
-0.19	0	8.57
-1.22	2.06	7.3
-1.18	2.74	3.79
-0.14	3.05	2.75
-1.03	3.76	1.9
-1.02	5.58	-1.52
-0.92	4.67	-2.27
-0.86	3.19	-2.85
-0.8	0.1	-2.55
-0.47	-0.69	-1.97
-0.95	-4.17	-3.24
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 23
TimeSeriesData: 
-0.31	4.76	2.5
-0.81	3.6	-0.3
-1.28	2.48	-2.75
-0.91	-1.02	-5.97
-0.94	-1.5	-5.37
-0.57	-2.44	-2.46
-0.03	-2.99	-0.04
-1.16	-5.16	-0.44
-0.66	-4.69	0.87
-0.32	-6.05	3.27
-0.17	-4.8	1.98
-0.98	-1.78	5.23
-0.24	-1.52	5.08
-0.74	1.55	6.92
-0.7	1.56	6.16
-0.06	3.76	5.05
-0.8	2.51	4.13
-1.19	5	-1.77
-2.76	4.71	2.69
-1.11	4.44	-2.34
-0.85	1.03	-2.83
-0.51	-1.4	-2.72
-0.86	-1.94	-5.21
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 27
TimeSeriesData: 
1.71	-0.01	2.14
-0.32	3.97	1.73
-0.37	6.32	2.68
-0.99	4.29	-4.84
-1.03	0.71	-5.05
-0.48	-2.37	-4.45
-0.54	-1.74	-3.91
-0.86	-3.02	-2.64
-0.31	-3.57	-2.45
-1.14	-4.62	-0.22
-1.22	-3.45	2.03
-0.8	-3.53	2.66
-0.82	-4.63	5.24
1.3	-0.44	3.92
-0.3	-1.68	5.08
-0.21	-2.05	4.61
-0.55	1.68	4.37
-0.1	2.07	5.8
-1.02	5.28	2.61
-0.13	3.41	1.28
-0.31	4.21	0.95
-0.7	3.24	-0.48
-1.14	1.96	-1.41
-1.27	0.71	-3.03
-0.38	-1.52	-3.01
-0.97	-1.74	-3.49
-0.08	-4.34	-3.45
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 27
TimeSeriesData: 
1.59	0.63	1.47
-0.03	1.27	4.26
-0.26	4.75	3.46
-0.66	6.75	-2.04
-1.12	3.45	-3.62
-0.94	0.27	-4.42
-0.78	-1.06	-5.36
-1.01	-2.25	-3.42
-0.73	-4.6	-3.39
-0.35	-4.71	-2.64
-0.05	-6.15	-0.7
-0.11	-5.48	0.11
-0.63	-4.91	2.16
-0.75	-5.8	4.99
-0.67	-0.81	6.71
-0.42	-2.07	9.31
-0.46	1.25	6.12
-1.11	0.92	5.78
-0.5	2.85	4.5
-0.55	4.36	1.16
-2.52	4.9	1.4
-0.72	5.06	-3.17
-2.69	4.36	-0.84
-1.1	3.2	-3.68
-0.47	1.6	-4.33
-1.04	-3.44	-1.36
-0.33	-3.98	-4.76
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 26
TimeSeriesData: 
1.6	0.81	0.61
-0.46	3.45	2.09
-0.32	6.21	-0.3
-0.63	2.66	-3.15
-1.18	0.71	-2.29
-1.01	0.19	-2.81
-0.58	-3.6	-2.96
-1.22	-4.38	-4.51
-0.13	-3.67	-4.28
-0.15	-5.09	2.01
-0.39	-4.05	-0.14
-1.01	-7.95	6.54
1.28	-4.16	4.97
-0.21	-3.37	4.51
