-0.158273,-0.308755,0.866154,-0.180737,0.337263
-0.156129,-0.310625,0.865154,-0.178542,0.339641
-0.156015,-0.310479,0.868050,-0.177832,0.338485
-0.161676,-0.308416,0.872724,-0.183177,0.334430
-0.170899,-0.308380,0.875242,-0.192833,0.332934
-0.179662,-0.308346,0.877634,-0.201922,0.331498
-0.191833,-0.308313,0.883752,-0.213750,0.328571
-0.207241,-0.308282,0.893410,-0.227935,0.324272
-0.221879,-0.310176,0.894894,-0.243038,0.324526
-0.243478,-0.310051,0.902072,-0.263627,0.320402
-0.275534,-0.313780,0.916584,-0.292016,0.316801
-0.304065,-0.317321,0.926524,-0.317104,0.314603
-0.327324,-0.322609,0.930198,-0.338354,0.316179
-0.347496,-0.331479,0.927919,-0.358323,0.322836
-0.368583,-0.339905,0.923830,-0.379620,0.329293
-0.390538,-0.345986,0.921870,-0.400716,0.332730
-0.415242,-0.351764,0.921930,-0.423191,0.334796
-0.438711,-0.357253,0.921987,-0.444127,0.336577
-0.464852,-0.366313,0.923965,-0.466129,0.340378
-0.489686,-0.376844,0.927767,-0.485649,0.344863
-0.511356,-0.388771,0.933301,-0.501230,0.350253
-0.530019,-0.398178,0.940482,-0.513195,0.353357
-0.549672,-0.403269,0.949228,-0.524890,0.352309
-0.568342,-0.406183,0.955612,-0.536544,0.350259
-0.586079,-0.408951,0.963601,-0.546440,0.347853
-0.602929,-0.413503,0.971190,-0.555584,0.347087
-0.618936,-0.417828,0.978400,-0.564046,0.346353
-0.632220,-0.420014,0.981403,-0.572287,0.345362
-0.642917,-0.422090,0.982333,-0.579518,0.345136
-0.649232,-0.422139,0.981293,-0.584493,0.344468
-0.653309,-0.420263,0.978382,-0.588748,0.343100
-0.653336,-0.414634,0.975617,-0.590075,0.339460
-0.649515,-0.407364,0.971067,-0.589525,0.335509
-0.640117,-0.400458,0.964821,-0.585777,0.332983
-0.627342,-0.393896,0.958888,-0.579349,0.331098
-0.613282,-0.387663,0.951328,-0.572611,0.329974
-0.596080,-0.379818,0.942223,-0.564068,0.328332
-0.577814,-0.372366,0.933574,-0.554220,0.326981
-0.560462,-0.365286,0.925357,-0.544579,0.325630
-0.543977,-0.358560,0.917550,-0.535152,0.324279
-0.528317,-0.350248,0.910134,-0.525945,0.321289
-0.509593,-0.340427,0.903089,-0.513739,0.317212
-0.489883,-0.329175,0.896396,-0.500154,0.311733
-0.469235,-0.318486,0.890038,-0.485176,0.306559
-0.441927,-0.304485,0.887844,-0.461848,0.297883
-0.415984,-0.291183,0.885759,-0.439063,0.289215
-0.389416,-0.280470,0.885702,-0.414230,0.282150
-0.360330,-0.268370,0.885648,-0.386402,0.273639
-0.330775,-0.258798,0.883673,-0.358173,0.267697
-0.300775,-0.247781,0.883720,-0.328053,0.259449
-0.268428,-0.237315,0.883765,-0.294878,0.251497
-0.237699,-0.227372,0.883807,-0.262732,0.243506
-0.204660,-0.216004,0.885771,-0.227069,0.233274
-0.171350,-0.205203,0.887636,-0.190696,0.223207
-0.139706,-0.194943,0.889408,-0.155804,0.213236
-0.105798,-0.183273,0.891092,-0.118175,0.201467
-0.073585,-0.172186,0.892691,-0.082244,0.189916
-0.042982,-0.161654,0.894210,-0.048030,0.178645
-0.013910,-0.151648,0.895654,-0.015529,0.167705
0.015632,-0.142143,0.897025,0.017424,0.157130
0.047542,-0.131189,0.900250,0.052761,0.144508
0.077858,-0.120784,0.903315,0.085978,0.132438
0.112426,-0.108975,0.904303,0.123689,0.119022
0.145266,-0.097757,0.905242,0.159116,0.106225
0.172618,-0.089023,0.896518,0.190215,0.097201
0.198603,-0.080726,0.888231,0.219976,0.088462
0.221365,-0.076690,0.882281,0.245826,0.084110
0.242989,-0.072855,0.876628,0.270397,0.079918
