GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: initialTrainingData
InfoText: This data contains the initial training samples collected, in the format x_orientation, y_orientation, z_orientation, x_accel, y_accel, z_accel.
NumDimensions: 6
TotalNumTrainingExamples: 58
NumberOfClasses: 3
ClassIDsAndCounters: 
1	18
2	20
3	20
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 33
TimeSeriesData: 
190.75	-0.125	-24.6875	-1.96	12.98	3.47
197.188	2.75	-28.6875	-4.18	8.73	-4.56
197.312	7.5625	-29.25	-5.33	7.68	-7.9
192	12	-24.375	-5.81	5.15	-9.1
184.938	16	-18	-5.36	-8.11	-8.71
177.375	17.3125	-12.5	-3.26	-8.41	-9.8
170.438	14.375	-9	-2.4	-8.35	-3.97
166.312	7.625	-6.6875	1.33	-4.85	3.26
162.562	1.125	-1	-1.79	-17.23	2.15
167.75	-4.4375	-2.0625	-0.74	6.28	14.77
174.812	-4.9375	-2.875	0.9	8.35	7.22
176.688	-1.125	-2.6875	-0.12	3.42	-3.11
177.5	1.3125	-3.625	0.08	3.03	-1.55
176.188	2.75	-2.75	-0.55	-0.71	-1.89
175.688	3.25	-3	-0.11	-0.54	-0.52
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 26
TimeSeriesData: 
173.062	4.375	-5.5625	0.01	-0.02	-0.07
173.125	4.4375	-5.625	0.02	0.1	-0.05
173.062	4.4375	-5.6875	0	-0.2	0.16
173.125	4.4375	-5.6875	0.11	0.09	0.02
173.125	4.4375	-5.8125	0.02	0.26	-0.28
173.125	4.4375	-5.8125	0.1	0.16	0
173.125	4.375	-6	0.09	0	-0.81
172.938	4.125	-6.5625	0.2	-3.82	-3.01
173.188	3	-7.75	1.47	-7.8	-1.66
177.438	-0.0625	-9.0625	-0.07	-7	8.15
186.438	-0.375	-12.875	-4.16	3.36	12.49
195.875	2.875	-17.25	-1.36	16.04	6.32
197.812	9.625	-20.6875	-3.88	9.46	-2.98
196.812	14.5	-22.25	-6.39	8.66	-5.59
191.625	20	-19.0625	-6.95	1.63	-10.47
180.938	24.375	-13.375	-7.87	-7.08	-10.18
170.688	23.8125	-9.6875	-3.9	-9.23	-8.98
164.438	17.3125	-5.125	-3.28	-10.56	-4.52
162.5	7.4375	-3.5	-0.7	-7.93	2.57
163.75	-0.375	-1.5	-1.19	-8.36	11.21
170.688	-6	-1.3125	-0.07	7.91	14.71
175.5	-5	-0.3125	-0.69	1.33	0.24
180.188	-2.375	-0.375	1.6	10.35	1.96
179	0.8125	0.75	-1.09	-1.23	-4.08
179.125	1.8125	0	-0.01	1.39	-1.85
179.188	1.6875	-0.5	-0.31	0.17	-0.05
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 27
TimeSeriesData: 
176.375	4.25	-5	0	0.18	-0.06
176.188	4.1875	-5	-0.08	-0.2	0.17
176.125	4.1875	-5	0.02	0.18	0.31
176.125	4.3125	-4.9375	0	0.12	0.01
176.25	4.3125	-5	-0.06	0.32	0.28
176.25	4.25	-5.125	-0.03	0.11	-0.18
176.188	4.3125	-5.1875	0.03	-0.26	-1.12
176	3.875	-5.75	0.16	-4.47	-2.39
177.812	1.9375	-6.25	0.39	-7.94	0.54
183.938	-0.0625	-9.1875	-1.2	-2.79	5.71
190.125	0.5625	-13.8125	2.31	3.11	8.27
197.062	3.4375	-17.125	-2.82	8.95	6.09
201.625	8.5625	-23.1875	-4.3	11.77	-1.57
201.125	12.875	-22.9375	-6.17	7.49	-6.52
195.688	17.8125	-21.1875	-6.22	3.44	-8.63
187	22	-16.25	-9.46	-4.56	-7.83
175.75	23.5	-9.4375	-7.22	-7.1	-8.32
165.438	20.3125	-3.375	-4.39	-15.75	-8.2
162.312	10.75	-0.5625	-1.3	-12.37	-0.96
164.938	0.25	-1.25	-1.62	-5.87	14.19
172.938	-5.0625	0.3125	-3.87	-0.85	12.53
180.812	-4.125	-3.0625	1.46	10.98	3.03
183	-0.3125	-2.5	0.22	4.37	-3.39
184.125	1.125	-3.5	-0.04	2.83	-1.59
182.938	2.0625	-4.3125	-0.8	-1.02	-0.95
182.5	2.25	-4.625	-0.37	-0.24	0.41
181.875	2.5	-4.5625	-0.19	-0.43	-0.1
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 31
TimeSeriesData: 
178.062	3.75	-5.5625	-0.06	-0.12	-0.03
178.125	3.625	-5.625	0.07	0.18	0.03
178.062	3.6875	-5.6875	0	0.13	0.17
178.062	3.6875	-5.6875	-0.04	0.17	0.06
178	3.8125	-5.75	-0.11	-0.04	0.06
177.938	3.875	-5.75	0.02	0.07	-0.31
177.875	3.75	-5.75	-0.24	-0.07	-0.23
177.812	3.6875	-5.9375	0.07	0.22	-1.28
177.5	3.0625	-6.4375	0.26	-0.51	-2.62
177.375	1.8125	-9.125	-0.22	-1.3	-0.66
178.438	-0.0625	-9.5	0.26	-5.85	0.54
182.5	-3.125	-9.875	0.64	-7.49	7.67
191.25	-3.6875	-12.1875	-0.9	0.49	10.29
201.375	-0.1875	-14.875	-3.29	5.78	5.97
209.125	4.625	-21	-3.31	16.35	-4
207.375	9.625	-21.8125	-7.99	5.32	-7.45
200.375	16.5625	-20.9375	-6.21	3.49	-7.54
189.062	22	-15.625	-8.13	-0.35	-6.88
175.5	24.0625	-7.5	-6.92	-10.44	-9.52
166.188	19.875	-3.875	-3.58	-13.01	-5.67
164.688	11.125	-3.5625	-1.01	-9.55	-0.59
167.438	3	-4.75	-0.99	-5.31	9.43
174.062	-3.625	-4.25	0.3	0.97	11.91
179.75	-4.75	-4.625	-1.48	3.83	6.84
184.562	-2.5625	-4.8125	0.9	7.28	-0.11
184.062	0.75	-4.125	-0.76	0.18	-3.09
184.562	1.6875	-5.125	0	1.62	-0.31
184.188	2.25	-6	0.08	0.28	-0.43
183.5	2.4375	-6.5625	0	-0.52	0.12
183	2.5	-6.375	-0.32	-0.44	0.35
182.5	2.5625	-6.375	-0.15	-0.49	-0.23
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 27
TimeSeriesData: 
178.375	4.6875	-7.9375	0	-0.12	-0.16
178.375	4.6875	-8	-0.13	0	0.13
178.438	4.75	-8	0.06	0.12	-0.3
178.375	4.8125	-8.0625	-0.1	-0.02	0
178.312	4.8125	-7.9375	-0.07	-0.11	-0.19
178.375	4.875	-8	-0.12	0.23	-0.09
178.375	4.8125	-7.9375	-0.04	0.05	-0.12
178.375	4.875	-7.9375	0.03	-0.11	-0.46
178.312	4.75	-8	0.27	-1.04	-1.44
178.375	4	-8.1875	-0.6	-8.22	-0.23
182.188	1.3125	-7.875	1.42	-7.79	3.86
189.562	-0.6875	-8.9375	0.49	-2.3	7.8
198.062	-0.1875	-10.9375	-4.6	4.81	9.87
204.375	3.0625	-16.6875	-3.34	16.68	0.96
204	8.5625	-19.625	-5.61	5.25	-7.55
200.312	14.3125	-21	-4.89	6.39	-6.04
191.812	20.25	-18.625	-6.95	-1.86	-8.42
183.312	22.5	-13.3125	-6.18	-4.68	-7.41
175.062	21.8125	-10.5	-4.08	-8.03	-9.06
170.438	17.1875	-10.3125	-2.91	-8.63	-3.66
168.5	8.8125	-8	0.22	-7.9	1.6
170.125	0.5625	-5.5	0.24	-4.94	9.3
173.75	-3.375	-5.0625	1.17	3.41	15.29
176.312	-2	-3.8125	0.3	4.49	4.79
178.875	0.9375	-5.375	-0.28	2.9	-2.81
180	2.8125	-6	-0.87	0.86	-1.51
180.312	3.625	-6.1875	-0.76	0.6	-1.47
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 30
TimeSeriesData: 
182.438	3.125	-8.6875	-0.23	0.27	-0.04
182.375	3.1875	-8.6875	-0.28	0.03	0.1
182.25	3.1875	-8.625	-0.15	-0.2	-0.03
182.25	3.1875	-8.625	-0.09	0.09	-0.1
182.188	3.1875	-8.625	-0.11	0.02	-0.1
182.125	3.1875	-8.5625	-0.15	-0.11	-0.13
182.188	3.1875	-8.5	-0.11	0.05	0.05
182.188	3.125	-8.5	-0.09	0.05	0.14
182.188	3.1875	-8.4375	-0.14	0.22	0.08
182.125	3.3125	-8.5625	-0.12	0.38	-0.44
181.812	3.4375	-8.5625	-0.29	-0.31	-1.26
181.5	3.375	-8.75	0.38	-1.1	-3.71
180.875	2.6875	-9.3125	-0.71	-8.8	-1
184.75	-0.3125	-10.5625	1.96	-4.84	3.88
189.312	-1.8125	-11.75	-1.4	-1.12	9.23
196.25	-0.3125	-14	0.27	5.24	7.91
202.312	3.25	-17.4375	-1.48	9.87	2.42
204.875	7.9375	-20.8125	-3.95	9.27	-1.8
202.5	13.875	-22.5	-5.32	4.23	-4.8
196.75	18.875	-22.25	-5.82	2.35	-5.99
190	22.0625	-19.375	-4.84	-1.28	-7.66
181.312	22.9375	-14.25	-4.59	-4.88	-5.47
174.312	20.375	-8.6875	-3.65	-8.2	-7.48
170.938	14.375	-8.375	-2.51	-8.2	0.8
171.5	9.0625	-8.3125	0.95	-6.46	-0.53
173.688	1.9375	-8.0625	-0.39	-4.84	6.57
178.812	-2.5625	-7.4375	2.04	6.22	10.61
181.125	-1.9375	-4.875	-0.55	2.67	2.37
183.062	-0.25	-4.0625	0	4.52	2.09
182.188	1.9375	-3.5625	-0.36	1.26	-0.11
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 29
TimeSeriesData: 
175.625	5.125	-3.4375	0.15	0.34	-0.12
175.688	5.1875	-3.4375	0	0.38	0.06
175.625	5.1875	-3.375	-0.07	0.07	0.02
175.5	5.1875	-3.375	0.04	0.09	0.02
175.375	5.25	-3.3125	-0.1	-0.18	-0.01
175.375	5.25	-3.3125	0.01	0.02	0.15
175.375	5.25	-3.3125	0.05	0.23	0.15
175.438	5.3125	-3.4375	0.11	0.18	-0.46
175.312	5.25	-3.5	0.04	-0.01	-1
175.188	4.75	-3.625	0.62	-0.87	-1.63
175.438	3.4375	-3.625	0.24	-5.75	-1.35
178.5	1.0625	-2.6875	-0.58	-10.24	0.26
186.75	-1.25	-5.25	-1.72	-3.33	6.95
195	-0.75	-8.8125	-0.88	6.9	7.29
202	2.4375	-13.375	-0.93	10.9	6.11
203.688	8.3125	-16.375	-2.94	7.81	-1.54
201.5	14.125	-18.75	-4.79	6.13	-5.18
195.688	19.75	-18.0625	-6.55	4.48	-6.92
187.438	23.5625	-15.0625	-7.69	-2.79	-9.24
176.438	24.75	-9.75	-7.45	-7.97	-10.05
169.188	19.9375	-4.6875	-3.6	-10	-6.02
166.062	10.8125	-2.25	-1.95	-10.47	2.03
168.312	2	-2.3125	1.32	-1.69	10.49
171.5	-1.875	-2.1875	0.56	-1.29	8.31
175.25	-2.3125	-3.5625	1.61	5.25	4.65
177.688	-0.5625	-5.1875	0.04	2.94	1.07
179.188	1.375	-6.125	0.13	2.05	-2.6
179.812	1.9375	-6.8125	-0.14	1.1	-0.9
179.75	2.1875	-7	-0.19	0.44	-0.1
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 31
TimeSeriesData: 
176.125	3.4375	-5.4375	-0.02	-0.19	0.04
176.125	3.5	-5.5	0.09	-0.1	0
176.188	3.5625	-5.5	-0.04	-0.01	-0.06
176.312	3.625	-5.5	0.11	0.31	0.01
176.375	3.625	-5.4375	-0.06	0.06	-0.05
176.438	3.625	-5.5625	0.03	0.16	0.12
176.375	3.75	-5.5625	-0.12	-0.15	0.05
176.438	3.8125	-5.5625	-0.06	0.07	-0.37
176.438	3.75	-5.625	0.02	-0.23	-1.11
176.375	3.1875	-5.875	0.53	-3.39	-2.48
177.25	1.8125	-6.6875	0.3	-8.17	-2.16
181.125	0	-13.25	-0.69	-6.06	3.99
189.062	-0.5	-23.0625	-0.25	3.76	9.06
195.812	0.4375	-24	-0.36	6.82	6
202.625	3.1875	-24.375	-2.24	11.6	5.84
205.062	8.75	-25.4375	-4.39	9.84	-3.98
202.875	13.9375	-23.5625	-6.16	6.51	-7.37
