GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: piTrainingData
InfoText: This data contains the initial training samples collected, in the format x_orientation, y_orientation, z_orientation, x_accel, y_accel, z_accel.
NumDimensions: 5
TotalNumTrainingExamples: 60
NumberOfClasses: 3
ClassIDsAndCounters: 
1	20
2	20
3	20
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 43
TimeSeriesData: 
-0.0625	0.75	-3.37	-6.71	1.3
1.25	-2.4375	1.68	-0.55	7.06
4	-5.1875	4.24	3.07	10.12
3.25	-4.25	1.31	1.87	9.16
4.25	-4.9375	-0.85	8.67	3.69
4.75	-7	1.92	9.98	-2.9
5.25	-6.3125	-2.66	6.56	-6.07
8.8125	-4.375	-0.61	4.83	-5.99
10.9375	-3.0625	-3.21	1.25	-7.76
13.75	-2	-1.24	-0.85	-7.68
14.5625	-0.375	-3.44	-2.16	-6.74
14.3125	1.5625	-0.48	-5.22	-6.93
12.6875	1.6875	-0.11	-5.35	-3.8
9.6875	1.3125	-0.21	-5.96	-1.21
5.9375	0.375	-1.1	-4.34	2.79
2.5625	1.5	-0.36	-2.37	4.48
-0.0625	4.0625	-0.99	-2.76	3.57
-0.375	2.75	-0.74	0.97	6.1
-0.8125	2.1875	-0.05	1.31	3.24
-0.5	2.0625	2.11	2.85	3.17
-0.375	2.0625	2.08	2.3	1.72
-0.0625	2.3125	1.59	0.99	-0.23
1.0625	1.3125	-0.36	1.51	0.46
1.5	0.6875	1.85	0.92	0.11
1.4375	0.25	-0.06	0.53	0.29
1.375	-0.0625	1.57	0.25	-0.17
1.125	-0.4375	-0.59	-0.09	-0.46
0.8125	-1.0625	-0.41	0.3	0.57
0.625	-1.1875	1.88	0.37	0.72
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 43
TimeSeriesData: 
-0.625	1.4375	1.28	0.06	0.21
-0.625	1.4375	-0.09	0.09	0.15
-0.625	1.4375	-0.05	-0.06	0.25
-0.5625	1.4375	-0.01	0.1	0.36
-0.5625	1.4375	1.28	0.01	0.26
-0.5625	1.5	1.29	0.02	0.31
-0.625	1.5	1.29	-0.01	0.1
-0.625	1.5	-0.02	0.21	0.44
-0.625	1.5625	-0.12	0	0.16
-0.6875	1.5625	1.33	-0.2	-0.51
-0.75	1.375	1.89	-2.16	-0.98
-1.5625	0.9375	-0.15	-5.46	-0.78
-2.25	-0.4375	-0.37	-5.56	1.78
-1.625	-3.125	-1.04	-3.66	4.26
-0.25	-5.125	-0.4	0.99	8.05
1.5625	-7.0625	4.33	2.56	9.57
3.1875	-9.125	-1.06	8.16	6.99
7.5	-9.75	3.87	8.27	-0.42
9.8125	-11.375	-1.25	9.37	-1.42
10.6875	-10.1875	-0.05	6.35	-5.41
11.75	-7.5	-0.78	2.59	-8.35
13.125	-5.5	-0.7	0.39	-8.44
14.9375	-3	-1.01	-0.32	-7.27
15.8125	-0.625	-0.72	-1.98	-6.75
15.0625	1.625	-1.14	-4.39	-5.22
11.8125	3.8125	-3.39	-8.89	-4.42
9.3125	4.125	-0.39	-6.93	-1.45
6.875	1.875	-0.73	-3.5	2.57
3.9375	1.5625	-0.41	-5.23	1.51
2.25	0.125	2.28	0.13	4.82
1.625	-0.1875	2.14	2.05	4.32
0.0625	0.5625	-1.1	2.33	3.41
